filepath	title
data/datasets/train/train_images/tgizrgcfsg.jpg	white Audi Sedan
data/datasets/train/train_images/oqatugnlbt.jpg	white Audi Sedan
data/datasets/train/train_images/qvlbstmoig.jpg	white Audi Truck
data/datasets/train/train_images/jdrfpejchx.jpg	white Audi Sedan
data/datasets/train/train_images/pkdltwuadn.jpg	white Audi Sedan
data/datasets/train/train_images/nhfxlrzxjf.jpg	white Audi Sedan
data/datasets/train/train_images/rqmdqiufwu.jpg	white Audi Sedan
data/datasets/train/train_images/ggdxenccdk.jpg	white Audi Sedan
data/datasets/train/train_images/pnvxxezyie.jpg	yellow BMW Sedan
data/datasets/train/train_images/nynhckvknw.jpg	yellow BMW Sedan
data/datasets/train/train_images/kvyhldcxsv.jpg	yellow BMW Sedan
data/datasets/train/train_images/uexlbopttq.jpg	yellow BMW Truck
data/datasets/train/train_images/xdwynrtpbb.jpg	yellow BMW Minivan
data/datasets/train/train_images/wgtmyqhyfq.jpg	yellow BMW Sedan
data/datasets/train/train_images/vjbfmjoqin.jpg	yellow BMW Sedan
data/datasets/train/train_images/csobyrhjun.jpg	yellow BMW Sedan
data/datasets/train/train_images/hjfhlywvnj.jpg	yellow BMW Sedan
data/datasets/train/train_images/myqclomygr.jpg	yellow BMW Sedan
data/datasets/train/train_images/pgqccsolfr.jpg	yellow BMW Sedan
data/datasets/train/train_images/smyqvephrk.jpg	yellow BMW Sedan
data/datasets/train/train_images/cnsaykhwoi.jpg	yellow BMW Sedan
data/datasets/train/train_images/poayriqacr.jpg	yellow BMW Sedan
data/datasets/train/train_images/ukyegcssua.jpg	yellow BMW SUV
data/datasets/train/train_images/zknvbqjxxb.jpg	yellow BMW Sedan
data/datasets/train/train_images/urfonaaiis.jpg	yellow BMW Sedan
data/datasets/train/train_images/gyhctczddb.jpg	yellow BMW Sedan
data/datasets/train/train_images/hivpsyvlou.jpg	yellow BMW Sedan
data/datasets/train/train_images/nwelwliiwm.jpg	yellow BMW Sedan
data/datasets/train/train_images/vzzdjoemsp.jpg	yellow BMW Sedan
data/datasets/train/train_images/wrvllpwlnt.jpg	yellow BMW Sedan
data/datasets/train/train_images/dkpzruxsge.jpg	yellow BMW Sedan
data/datasets/train/train_images/utswtvcuij.jpg	yellow BMW Sedan
data/datasets/train/train_images/itsyatjqms.jpg	yellow BMW Sedan
data/datasets/train/train_images/ndvzjcbbra.jpg	yellow BMW Sedan
data/datasets/train/train_images/zxgxdepkbb.jpg	yellow BMW Sedan
data/datasets/train/train_images/yqfrwfufgq.jpg	yellow BMW Sedan
data/datasets/train/train_images/qkerokbdhc.jpg	yellow BMW Sedan
data/datasets/train/train_images/dclzxqwwnh.jpg	yellow BMW Sedan
data/datasets/train/train_images/gdomfzwofl.jpg	yellow BMW Sedan
data/datasets/train/train_images/wxwyjatieh.jpg	yellow BMW Sedan
data/datasets/train/train_images/hmnxedrvuz.jpg	yellow BMW Truck
data/datasets/train/train_images/plioakwwcw.jpg	yellow BMW Sedan
data/datasets/train/train_images/eicdrgimuu.jpg	yellow BMW Sedan
data/datasets/train/train_images/ofhefcvhcd.jpg	yellow BMW Sedan
data/datasets/train/train_images/lvjegcuskh.jpg	yellow BMW Sedan
data/datasets/train/train_images/bxsvadpibd.jpg	yellow BMW Sedan
data/datasets/train/train_images/giffivefsl.jpg	yellow BMW Sedan
data/datasets/train/train_images/xeigqfzdhm.jpg	yellow BMW Sedan
data/datasets/train/train_images/nxvtpovybj.jpg	yellow BMW Sedan
data/datasets/train/train_images/pimykcvxca.jpg	yellow BMW Sedan
data/datasets/train/train_images/uqqxizpgxo.jpg	yellow BMW Sedan
data/datasets/train/train_images/igbnulcyeg.jpg	yellow BMW Sedan
data/datasets/train/train_images/ledjglqgyo.jpg	yellow BMW Truck
data/datasets/train/train_images/rxhyakyqyi.jpg	yellow BMW Sedan
data/datasets/train/train_images/niefdpfnwe.jpg	yellow BMW Sedan
data/datasets/train/train_images/gmzitodpio.jpg	yellow BMW Sedan
data/datasets/train/train_images/ayryauanfd.jpg	white Chevrolet Minivan
data/datasets/train/train_images/rlgmgyilpn.jpg	white Chevrolet Sedan
data/datasets/train/train_images/wgzsjktkyx.jpg	white Chevrolet SUV
data/datasets/train/train_images/hhrxdcyukb.jpg	white Chevrolet Sedan
data/datasets/train/train_images/gplrrmzgom.jpg	white Chevrolet Sedan
data/datasets/train/train_images/thzzdamlpv.jpg	white Chevrolet SUV
data/datasets/train/train_images/mfennnsqcx.jpg	white Chevrolet Sedan
data/datasets/train/train_images/zrhxuicywb.jpg	white Chevrolet Sedan
data/datasets/train/train_images/dkrhpmqbmk.jpg	white Chevrolet Sedan
data/datasets/train/train_images/dgyvghyrwx.jpg	white Chevrolet Sedan
data/datasets/train/train_images/inisqgjamg.jpg	white Chevrolet Sedan
data/datasets/train/train_images/hfnssppull.jpg	white Chevrolet Sedan
data/datasets/train/train_images/frkhaqcbfi.jpg	white Chevrolet Sedan
data/datasets/train/train_images/fphivuhtzz.jpg	white Chevrolet Sedan
data/datasets/train/train_images/gvyelyfzmm.jpg	white Chevrolet Sedan
data/datasets/train/train_images/rbrdsszjzs.jpg	white Chevrolet Sedan
data/datasets/train/train_images/ldwmmjepvt.jpg	white Chevrolet Sedan
data/datasets/train/train_images/ufrwvlybrd.jpg	white Chevrolet Sedan
data/datasets/train/train_images/dyeoribvuv.jpg	white Chevrolet Sedan
data/datasets/train/train_images/viasxdgdcw.jpg	white Chevrolet Sedan
data/datasets/train/train_images/lxfmccwyxf.jpg	white Chevrolet Sedan
data/datasets/train/train_images/bfgxznkimv.jpg	white Chevrolet Sedan
data/datasets/train/train_images/twanzexfrl.jpg	white Chevrolet Sedan
data/datasets/train/train_images/zktwwpuqpt.jpg	white Chevrolet Sedan
data/datasets/train/train_images/jwrxpzqnkh.jpg	white Chevrolet Sedan
data/datasets/train/train_images/xwbjpkyvoz.jpg	white Chevrolet Sedan
data/datasets/train/train_images/yisblisnkq.jpg	white Chevrolet Sedan
data/datasets/train/train_images/sfhlqtyfhq.jpg	white Chevrolet Sedan
data/datasets/train/train_images/oilixbegpi.jpg	white Chevrolet Sedan
data/datasets/train/train_images/djvwuyawyd.jpg	white Chevrolet SUV
data/datasets/train/train_images/jhftoxjunm.jpg	white Chevrolet SUV
data/datasets/train/train_images/tqjmhrcmvg.jpg	white Chevrolet Sedan
data/datasets/train/train_images/khxagvfura.jpg	white Chevrolet Sedan
data/datasets/train/train_images/nnkicxkwzu.jpg	white Chevrolet Sedan
data/datasets/train/train_images/ugyurvcokq.jpg	white Chevrolet Sedan
data/datasets/train/train_images/tvhutdwogy.jpg	white Chevrolet Sedan
data/datasets/train/train_images/cspsggnrmp.jpg	white Chevrolet Sedan
data/datasets/train/train_images/jmwcznwggz.jpg	white Chevrolet Sedan
data/datasets/train/train_images/ipzuvzfwan.jpg	white Chevrolet Sedan
data/datasets/train/train_images/nrouooydcw.jpg	white Chevrolet Sedan
data/datasets/train/train_images/amderyjnpr.jpg	white Chevrolet Sedan
data/datasets/train/train_images/nymrfvbaff.jpg	white Chevrolet Sedan
data/datasets/train/train_images/amdktaugic.jpg	white Chevrolet Sedan
data/datasets/train/train_images/gryoduynzn.jpg	white Chevrolet Sedan
data/datasets/train/train_images/fzxkpjkikn.jpg	white Chevrolet Sedan
data/datasets/train/train_images/gyuzsxcfpp.jpg	white Chevrolet Sedan
data/datasets/train/train_images/ogizffhxpm.jpg	white Chevrolet Sedan
data/datasets/train/train_images/jvxgrpsvis.jpg	white Chevrolet Sedan
data/datasets/train/train_images/uygpjzbbun.jpg	white Chevrolet Sedan
data/datasets/train/train_images/moivyuvvtc.jpg	white Chevrolet SUV
data/datasets/train/train_images/ybvkfwcmuf.jpg	white Chevrolet SUV
data/datasets/train/train_images/skolrpirgi.jpg	white Chevrolet Sedan
data/datasets/train/train_images/cgfcknkzko.jpg	white Chevrolet Sedan
data/datasets/train/train_images/rnulokhfpn.jpg	white Chevrolet Sedan
data/datasets/train/train_images/admkxuuchy.jpg	white Chevrolet Sedan
data/datasets/train/train_images/incpvwryha.jpg	white Chevrolet Sedan
data/datasets/train/train_images/rixnukfhzw.jpg	yellow XIALI Sedan
data/datasets/train/train_images/gxumfxgwen.jpg	yellow XIALI Sedan
data/datasets/train/train_images/kcbnwukaou.jpg	yellow XIALI Sedan
data/datasets/train/train_images/ruduqotbur.jpg	yellow XIALI Sedan
data/datasets/train/train_images/rhnqnyxutp.jpg	yellow XIALI Sedan
data/datasets/train/train_images/xrzqqmedzm.jpg	yellow XIALI Sedan
data/datasets/train/train_images/gglqbwmxzi.jpg	yellow XIALI Sedan
data/datasets/train/train_images/szbunkirrw.jpg	yellow XIALI Sedan
data/datasets/train/train_images/cslbtnvmag.jpg	yellow XIALI Sedan
data/datasets/train/train_images/zxaoccxxuy.jpg	yellow XIALI Sedan
data/datasets/train/train_images/mriquiudqj.jpg	yellow XIALI Sedan
data/datasets/train/train_images/qrhnhfhpmx.jpg	yellow XIALI Sedan
data/datasets/train/train_images/ymqzzjmdxw.jpg	yellow XIALI Sedan
data/datasets/train/train_images/koejyfsipr.jpg	yellow XIALI Sedan
data/datasets/train/train_images/kruledbjef.jpg	yellow XIALI Sedan
data/datasets/train/train_images/btbprkqgda.jpg	yellow XIALI Sedan
data/datasets/train/train_images/nmaymhpueo.jpg	yellow XIALI Sedan
data/datasets/train/train_images/olghblbesh.jpg	yellow XIALI Sedan
data/datasets/train/train_images/ojvbvnqdpx.jpg	yellow XIALI Sedan
data/datasets/train/train_images/gzjhwxouwu.jpg	yellow XIALI Sedan
data/datasets/train/train_images/ccmcztqjwc.jpg	yellow XIALI Sedan
data/datasets/train/train_images/yofymqjvxy.jpg	yellow XIALI Sedan
data/datasets/train/train_images/ejvlmhpzbl.jpg	yellow XIALI Sedan
data/datasets/train/train_images/mmchdjomzw.jpg	yellow XIALI Sedan
data/datasets/train/train_images/omwkbivcyn.jpg	yellow XIALI Sedan
data/datasets/train/train_images/lhudzefrgw.jpg	yellow XIALI Sedan
data/datasets/train/train_images/lqeharzjjj.jpg	yellow XIALI Sedan
data/datasets/train/train_images/mnrqjlkesw.jpg	yellow XIALI Sedan
data/datasets/train/train_images/ynymqtskgd.jpg	yellow XIALI Sedan
data/datasets/train/train_images/wwwhetheeb.jpg	yellow XIALI Sedan
data/datasets/train/train_images/txrhyweuec.jpg	yellow XIALI SUV
data/datasets/train/train_images/hulodhgplo.jpg	yellow XIALI Sedan
data/datasets/train/train_images/taklqdphze.jpg	yellow XIALI Sedan
data/datasets/train/train_images/mywoeluyfr.jpg	yellow XIALI Sedan
data/datasets/train/train_images/juyhyuajor.jpg	yellow XIALI Sedan
data/datasets/train/train_images/pdyjsfathl.jpg	yellow XIALI Sedan
data/datasets/train/train_images/wpgzvdbcnc.jpg	yellow XIALI Sedan
data/datasets/train/train_images/schpkcezkg.jpg	yellow XIALI Sedan
data/datasets/train/train_images/ohpbaewaqt.jpg	yellow XIALI Sedan
data/datasets/train/train_images/anhqbiwcpj.jpg	yellow XIALI Sedan
data/datasets/train/train_images/kzhtzxgocf.jpg	yellow XIALI Sedan
data/datasets/train/train_images/rvgskkjycp.jpg	yellow XIALI Sedan
data/datasets/train/train_images/amcdqshtuc.jpg	yellow XIALI Sedan
data/datasets/train/train_images/rlhieeenof.jpg	yellow XIALI Sedan
data/datasets/train/train_images/qgrskmsbyt.jpg	yellow XIALI Minivan
data/datasets/train/train_images/gzpzsuzyrm.jpg	yellow XIALI Sedan
data/datasets/train/train_images/gciczmluna.jpg	yellow XIALI Sedan
data/datasets/train/train_images/jokuelgzwk.jpg	yellow XIALI Sedan
data/datasets/train/train_images/qwwhzrfcwi.jpg	yellow XIALI Sedan
data/datasets/train/train_images/zlmzyhevqc.jpg	yellow XIALI Sedan
data/datasets/train/train_images/flghjehaii.jpg	yellow XIALI Sedan
data/datasets/train/train_images/ktebjluxop.jpg	yellow XIALI Sedan
data/datasets/train/train_images/lqcfrfetje.jpg	yellow XIALI Sedan
data/datasets/train/train_images/jlxenmakvh.jpg	yellow XIALI Sedan
data/datasets/train/train_images/bgugicdgom.jpg	yellow XIALI Sedan
data/datasets/train/train_images/vesubuqunc.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/aizejauwww.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/rqstgvjllr.jpg	purple Dongfeng Minivan
data/datasets/train/train_images/kwyseitkox.jpg	purple Dongfeng Microbus
data/datasets/train/train_images/utozhjchak.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/mghqkbtsje.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/yohwtryemc.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/oxjsgwkqdz.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/gypclhfmvl.jpg	purple Dongfeng SUV
data/datasets/train/train_images/mqcvzrweci.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/bvsqircskc.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/ecewtqghpo.jpg	purple Dongfeng SUV
data/datasets/train/train_images/zotbdtzxms.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/dnazocpiwj.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/hfvftkxomy.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/xlaclrdcdj.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/gwpiymbffc.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/tbdvxzphnl.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/rmntbxxysu.jpg	purple Dongfeng Minivan
data/datasets/train/train_images/qkfkrbzpdp.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/uukebivajr.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/nwpdbsjbmc.jpg	purple Dongfeng Truck
data/datasets/train/train_images/mxagipfvdq.jpg	purple Dongfeng SUV
data/datasets/train/train_images/mgtosswxgl.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/adcmsysyqt.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/zaohgznjvq.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/vfroeggxob.jpg	purple Dongfeng SUV
data/datasets/train/train_images/fgnsmznmtz.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/dqgvjmqmds.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/hpnqkkjnqv.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/cvvyqxunju.jpg	purple Dongfeng SUV
data/datasets/train/train_images/yllpiicekv.jpg	purple Dongfeng SUV
data/datasets/train/train_images/ecebwsnqkx.jpg	purple Dongfeng Truck
data/datasets/train/train_images/iqysqeewqh.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/easussggqy.jpg	purple Dongfeng Bus
data/datasets/train/train_images/wfujkwxziq.jpg	purple Dongfeng SUV
data/datasets/train/train_images/cgodlfjfah.jpg	purple Dongfeng SUV
data/datasets/train/train_images/muwpwruiss.jpg	purple Dongfeng SUV
data/datasets/train/train_images/qaqlqoagiq.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/slfayugkyn.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/yczdjvxqzl.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/qsuaigjaes.jpg	purple Dongfeng Minivan
data/datasets/train/train_images/sxckprbrrg.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/rxkuwsfpsq.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/aqxlvqbxwa.jpg	purple Dongfeng SUV
data/datasets/train/train_images/tjgfuzqufq.jpg	purple Dongfeng SUV
data/datasets/train/train_images/pdqmbwqafh.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/yszljgibll.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/lvveelkndt.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/ubjpxxndbl.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/fwhxazhspt.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/gjrxfbqzud.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/fkjkalquch.jpg	purple Dongfeng SUV
data/datasets/train/train_images/wpfvklwoeg.jpg	purple Dongfeng Sedan
data/datasets/train/train_images/ptnnhhysvp.jpg	purple OPEL SUV
data/datasets/train/train_images/cehoqjdbmk.jpg	purple OPEL Sedan
data/datasets/train/train_images/xqtokninut.jpg	purple OPEL Sedan
data/datasets/train/train_images/fnftvienny.jpg	purple OPEL Sedan
data/datasets/train/train_images/akkmjcykun.jpg	purple OPEL Sedan
data/datasets/train/train_images/vtmzvevxgp.jpg	purple OPEL Sedan
data/datasets/train/train_images/eryjjihzox.jpg	purple OPEL SUV
data/datasets/train/train_images/awxrzyrray.jpg	purple OPEL Sedan
data/datasets/train/train_images/zebfwkklac.jpg	purple OPEL Sedan
data/datasets/train/train_images/gqkjxqlqsd.jpg	purple OPEL Sedan
data/datasets/train/train_images/rxaxqbzied.jpg	purple OPEL Sedan
data/datasets/train/train_images/ifosfiayvp.jpg	purple OPEL Sedan
data/datasets/train/train_images/ipzqvmlitu.jpg	purple OPEL SUV
data/datasets/train/train_images/geejnzlnpj.jpg	purple OPEL Sedan
data/datasets/train/train_images/hipwmobzqd.jpg	purple OPEL Sedan
data/datasets/train/train_images/cfnjrjikrg.jpg	purple OPEL Truck
data/datasets/train/train_images/lxrqnnlggp.jpg	purple OPEL Sedan
data/datasets/train/train_images/mnlacvuwoj.jpg	purple OPEL Minivan
data/datasets/train/train_images/mydkokvesr.jpg	purple OPEL Minivan
data/datasets/train/train_images/uzrylfpcxk.jpg	purple OPEL Sedan
data/datasets/train/train_images/vvtfhgisch.jpg	purple OPEL Minivan
data/datasets/train/train_images/ovswghdkri.jpg	purple OPEL Minivan
data/datasets/train/train_images/fqfoopdplq.jpg	purple OPEL Sedan
data/datasets/train/train_images/qqaioheqoh.jpg	purple OPEL Sedan
data/datasets/train/train_images/gycgsucdbl.jpg	purple OPEL Sedan
data/datasets/train/train_images/wdujudeinc.jpg	purple OPEL Minivan
data/datasets/train/train_images/ahgpkfpvwp.jpg	purple OPEL Sedan
data/datasets/train/train_images/srfqosmlfc.jpg	purple OPEL Sedan
data/datasets/train/train_images/ebmxbipsxe.jpg	purple OPEL Sedan
data/datasets/train/train_images/iczxmpfskd.jpg	purple OPEL Sedan
data/datasets/train/train_images/cqbrtwgxcd.jpg	purple OPEL Sedan
data/datasets/train/train_images/vcyurgmlyz.jpg	purple OPEL Sedan
data/datasets/train/train_images/wgmgoddypn.jpg	purple OPEL Sedan
data/datasets/train/train_images/mupycukhkm.jpg	purple OPEL Sedan
data/datasets/train/train_images/tranlendmk.jpg	purple OPEL SUV
data/datasets/train/train_images/jfwgfkxxkw.jpg	purple OPEL Minivan
data/datasets/train/train_images/pwmhhuxbcz.jpg	purple OPEL SUV
data/datasets/train/train_images/ivadeljmud.jpg	purple OPEL Minivan
data/datasets/train/train_images/bmicbmdiqm.jpg	purple OPEL SUV
data/datasets/train/train_images/lgciheccmr.jpg	purple OPEL SUV
data/datasets/train/train_images/yxljksplek.jpg	purple OPEL Sedan
data/datasets/train/train_images/jgbsuykwhc.jpg	purple OPEL Sedan
data/datasets/train/train_images/dycwgkikrz.jpg	purple OPEL Sedan
data/datasets/train/train_images/ygoqehqugf.jpg	purple OPEL Sedan
data/datasets/train/train_images/vilodlgrnf.jpg	purple OPEL Sedan
data/datasets/train/train_images/icnwhtgwjo.jpg	purple OPEL Sedan
data/datasets/train/train_images/azlotorquv.jpg	purple OPEL Sedan
data/datasets/train/train_images/xzbxlgkzok.jpg	purple OPEL Sedan
data/datasets/train/train_images/alwnwnkajl.jpg	purple OPEL SUV
data/datasets/train/train_images/xawuxuqvxq.jpg	purple OPEL SUV
data/datasets/train/train_images/bakycfofdm.jpg	purple OPEL Sedan
data/datasets/train/train_images/umqwmvjhkg.jpg	purple OPEL SUV
data/datasets/train/train_images/eoockfntht.jpg	purple JMC SUV
data/datasets/train/train_images/ahzuwemhww.jpg	purple JMC Sedan
data/datasets/train/train_images/fjyymdunub.jpg	purple JMC Sedan
data/datasets/train/train_images/hwfdiljvyn.jpg	purple JMC Sedan
data/datasets/train/train_images/rsooqrhheo.jpg	purple JMC Sedan
data/datasets/train/train_images/lrozzxaszd.jpg	purple JMC SUV
data/datasets/train/train_images/odgnipfkxa.jpg	purple JMC Sedan
data/datasets/train/train_images/gxnlszkizo.jpg	purple JMC SUV
data/datasets/train/train_images/avdetmunik.jpg	purple JMC SUV
data/datasets/train/train_images/vwzeozuiwb.jpg	purple JMC Minivan
data/datasets/train/train_images/kpkrrfivlh.jpg	purple JMC Sedan
data/datasets/train/train_images/jpurantthe.jpg	purple JMC Sedan
data/datasets/train/train_images/cvmwzzovuy.jpg	purple JMC SUV
data/datasets/train/train_images/elswnpkyjq.jpg	purple JMC Sedan
data/datasets/train/train_images/bcnjcxgvvy.jpg	purple JMC Sedan
data/datasets/train/train_images/pnxwkzslab.jpg	purple JMC Sedan
data/datasets/train/train_images/eaxxyadtuu.jpg	purple JMC Sedan
data/datasets/train/train_images/mclhvlpsyl.jpg	purple JMC Truck
data/datasets/train/train_images/rssnxtkkdo.jpg	purple JMC SUV
data/datasets/train/train_images/psqmwztowv.jpg	purple JMC Sedan
data/datasets/train/train_images/othmlpvjks.jpg	purple JMC SUV
data/datasets/train/train_images/efmbacuikf.jpg	purple JMC SUV
data/datasets/train/train_images/hcogfqyyid.jpg	purple JMC Sedan
data/datasets/train/train_images/kftradqwpg.jpg	purple JMC Minivan
data/datasets/train/train_images/wwscqphazw.jpg	purple JMC Sedan
data/datasets/train/train_images/tbsywnlukt.jpg	purple JMC SUV
data/datasets/train/train_images/oponxvrxad.jpg	purple JMC Sedan
data/datasets/train/train_images/tynvmuhpyc.jpg	purple JMC Sedan
data/datasets/train/train_images/mlwtoosxnw.jpg	purple JMC Sedan
data/datasets/train/train_images/qerfjadgva.jpg	purple JMC SUV
data/datasets/train/train_images/khpwlmtazf.jpg	purple JMC SUV
data/datasets/train/train_images/marshkcgkl.jpg	purple JMC Sedan
data/datasets/train/train_images/pprmlelcuv.jpg	purple JMC Sedan
data/datasets/train/train_images/netmbaeqow.jpg	purple JMC Sedan
data/datasets/train/train_images/onvivbmleo.jpg	purple JMC Sedan
data/datasets/train/train_images/ewkupfqkar.jpg	purple JMC Sedan
data/datasets/train/train_images/vvmjvlhynl.jpg	purple JMC Sedan
data/datasets/train/train_images/qlmoxpelka.jpg	purple JMC Sedan
data/datasets/train/train_images/okzgwmzvzc.jpg	purple JMC Sedan
data/datasets/train/train_images/azuldnyuik.jpg	purple JMC SUV
data/datasets/train/train_images/xytlipqirq.jpg	purple JMC Sedan
data/datasets/train/train_images/jynratxdhb.jpg	purple JMC Sedan
data/datasets/train/train_images/xttwgyimal.jpg	purple JMC Sedan
data/datasets/train/train_images/spbxwihbih.jpg	purple JMC SUV
data/datasets/train/train_images/culjoigpxs.jpg	purple JMC Sedan
data/datasets/train/train_images/yngjwcyekb.jpg	purple JMC Sedan
data/datasets/train/train_images/oebairwxsj.jpg	purple JMC Sedan
data/datasets/train/train_images/gmpwgknybp.jpg	purple JMC Sedan
data/datasets/train/train_images/xdoljvywlx.jpg	purple JMC Sedan
data/datasets/train/train_images/qihttzbdim.jpg	purple JMC Sedan
data/datasets/train/train_images/udylcmuktp.jpg	purple JMC Sedan
data/datasets/train/train_images/rbuuexfmiv.jpg	purple JMC Minivan
data/datasets/train/train_images/nuynwnvorx.jpg	purple JMC SUV
data/datasets/train/train_images/ggxcplgwfk.jpg	purple JMC Sedan
data/datasets/train/train_images/qfezmzwdrk.jpg	purple JMC Sedan
data/datasets/train/train_images/xsqzszexlu.jpg	pink Style Sedan
data/datasets/train/train_images/smiijkxihd.jpg	pink Style Truck
data/datasets/train/train_images/zrdepppsgd.jpg	pink Style Sedan
data/datasets/train/train_images/llngozfaum.jpg	pink Style Microbus
data/datasets/train/train_images/jhwwpwxzko.jpg	pink Style Sedan
data/datasets/train/train_images/erwpaxymts.jpg	pink Style Truck
data/datasets/train/train_images/oyzcaizoag.jpg	pink Style Truck
data/datasets/train/train_images/uslqakgmab.jpg	pink Style Truck
data/datasets/train/train_images/byklfcwpgw.jpg	pink Style Truck
data/datasets/train/train_images/gdrieijmlo.jpg	pink Style Minivan
data/datasets/train/train_images/wsgqilwqvm.jpg	pink Style Truck
